   0.36363636E+001  -0.67820997E+017   0.00000000E+000
   0.37373737E+001  -0.12571678E+018   0.00000000E+000
   0.38383838E+001  -0.11754481E+018   0.00000000E+000
   0.39393939E+001  -0.11976781E+018   0.00000000E+000
   0.40404040E+001  -0.12720269E+018   0.00000000E+000
   0.41414141E+001  -0.16902981E+018   0.00000000E+000
   0.42424242E+001  -0.47368716E+018   0.00000000E+000
   0.43434343E+001  -0.16259992E+018   0.00000000E+000
   0.44444444E+001  -0.10494038E+018   0.00000000E+000
   0.45454545E+001  -0.75582191E+017   0.00000000E+000
   0.46464646E+001  -0.56632313E+017   0.00000000E+000
   0.47474747E+001  -0.43856732E+017   0.00000000E+000
   0.48484848E+001  -0.39775493E+017   0.00000000E+000
   0.49494949E+001  -0.36729158E+017   0.00000000E+000
   0.50505051E+001  -0.34504409E+017   0.00000000E+000
   0.51515152E+001  -0.34112267E+017   0.00000000E+000
   0.52525253E+001  -0.35002677E+017   0.00000000E+000
   0.53535354E+001  -0.36060871E+017   0.00000000E+000
   0.54545455E+001  -0.38018638E+017   0.00000000E+000
   0.55555556E+001  -0.41185692E+017   0.00000000E+000
   0.56565657E+001  -0.54503619E+017   0.00000000E+000
   0.57575758E+001  -0.80166805E+017   0.00000000E+000
   0.58585859E+001  -0.91601070E+017   0.00000000E+000
   0.59595960E+001  -0.77427352E+017   0.00000000E+000
   0.60606061E+001  -0.66252353E+017   0.00000000E+000
   0.61616162E+001  -0.51732722E+017   0.00000000E+000
   0.62626263E+001  -0.37244876E+017   0.00000000E+000
   0.63636364E+001  -0.22744116E+017   0.00000000E+000
   0.64646465E+001  -0.24137003E+017   0.00000000E+000
   0.65656566E+001  -0.23677970E+017   0.00000000E+000
   0.66666667E+001  -0.21351583E+017   0.00000000E+000
   0.67676768E+001  -0.19413638E+017   0.00000000E+000
   0.68686869E+001  -0.18388050E+017   0.00000000E+000
   0.69696970E+001  -0.13563922E+017   0.00000000E+000
   0.70707071E+001  -0.11148083E+017   0.00000000E+000
   0.71717172E+001  -0.74082670E+016   0.00000000E+000
   0.72727273E+001  -0.62743090E+016   0.00000000E+000
   0.73737374E+001  -0.11980640E+016   0.00000000E+000
   0.74747475E+001   0.16254167E+016   0.00000000E+000
   0.75757576E+001   0.16126894E+016   0.00000000E+000
   0.76767677E+001   0.13693359E+016   0.00000000E+000
   0.77777778E+001  -0.16845997E+016   0.00000000E+000
   0.78787879E+001  -0.21368286E+016   0.00000000E+000
   0.79797980E+001  -0.60672309E+016   0.00000000E+000
   0.80808081E+001  -0.26594187E+015   0.00000000E+000
   0.81818182E+001  -0.16114889E+017   0.00000000E+000
   0.82828283E+001  -0.16351833E+017   0.00000000E+000
   0.83838384E+001  -0.12241261E+017   0.00000000E+000
   0.84848485E+001  -0.17676282E+017   0.00000000E+000
   0.85858586E+001  -0.10857008E+017   0.00000000E+000
   0.86868687E+001  -0.39031235E+017   0.00000000E+000
   0.87878788E+001  -0.30191374E+017   0.00000000E+000
   0.88888889E+001  -0.19967065E+017   0.00000000E+000
   0.89898990E+001  -0.13692019E+017   0.00000000E+000
   0.90909091E+001  -0.97650382E+016   0.00000000E+000
   0.91919192E+001  -0.20768759E+016   0.00000000E+000
   0.92929293E+001   0.48941078E+016   0.00000000E+000
   0.93939394E+001   0.88060596E+016   0.00000000E+000
   0.94949495E+001   0.11579521E+017   0.00000000E+000
   0.95959596E+001   0.17318557E+017   0.00000000E+000
   0.96969697E+001   0.17469338E+017   0.00000000E+000
   0.97979798E+001   0.19710755E+017   0.00000000E+000
   0.98989899E+001   0.21560198E+017   0.00000000E+000
   0.10000000E+002   0.20338681E+017   0.00000000E+000
